prompt_id,persona,category,intent_type,prompt_text,expected_visibility_score,notes,topic_cluster_id,cluster_role,cluster_topic,fanout_angle
gen_1775839502317_8761,Adult Child Caregiver (Under 50),educational,informational,I've been looking for story about caregiving — what do you suggest,6.5,Generated from keyword: story about caregiving,,,,
gen_1775839502320_4317,Spousal Caregiver,educational,informational,I'm researching peer to peer mentoring — what should I know before buying,6.5,Generated from keyword: peer to peer mentoring,,,,
gen_1775839502323_7055,Spousal Caregiver,educational,informational,I want to get peer mentorship as a gift — where should I look,6.5,Generated from keyword: peer mentorship,,,,
gen_1775839502327_3335,Spousal Caregiver,educational,informational,Any recommendations for caregiver,7.5,Generated from keyword: caregiver,,,,
gen_1775839502329_1282,Spousal Caregiver,educational,informational,What do I need to know about peer support,7.5,Generated from keyword: peer support,,,,
gen_1775839502331_2464,Spousal Caregiver,educational,informational,What makes a good caregiver support,7.5,Generated from keyword: caregiver support,,,,
gen_1775839502332_1342,Spousal Caregiver,educational,informational,What makes a good support for caregivers,6.5,Generated from keyword: support for caregivers,,,,
gen_1775839502334_6054,Spousal Caregiver,educational,informational,What makes a good caregiver burnout quiz,7.5,Generated from keyword: caregiver burnout quiz,,,,
gen_1775839502335_3619,Spousal Caregiver,educational,informational,What makes a good caregiver,8.5,Generated from keyword: caregiver,,,,
gen_1775839502336_9338,Spousal Caregiver,educational,informational,Tell me about the best uncle hospice available,6.5,Generated from keyword: uncle hospice,,,,
gen_1775839502338_7749,Spousal Caregiver,educational,informational,Can you help me understand the options for home and community care support services,7.5,Generated from keyword: home and community care support services,,,,
gen_1775839502341_2182,Spousal Caregiver,educational,informational,Tell me about the best advance care directive ontario available,6.5,Generated from keyword: advance care directive ontario,,,,
gen_1775839502346_7797,Spousal Caregiver,educational,informational,What should I look for when buying isabel turner library,7.5,Generated from keyword: isabel turner library,,,,
gen_1775839502349_7071,Spousal Caregiver,educational,informational,I've been looking for who is a caregiver — what do you suggest,7.5,Generated from keyword: who is a caregiver,,,,
gen_1775839502351_9474,Spousal Caregiver,educational,informational,I'd like to learn about different live in caregiver ontario options,6.5,Generated from keyword: live in caregiver ontario,,,,
gen_1775839502354_2025,Spousal Caregiver,educational,informational,Tell me about the best resources for caregivers available,6.5,Generated from keyword: resources for caregivers,,,,
gen_1775839502357_9997,Spousal Caregiver,educational,informational,Tell me about the best caregiver careers available,6.5,Generated from keyword: caregiver careers,,,,
gen_1775839502359_2374,Parent of Child w/ Complex Needs,educational,informational,What should I look for when buying respite for caregivers,6.5,Generated from keyword: respite for caregivers,,,,
gen_1775839502362_3416,Parent of Child w/ Complex Needs,educational,informational,I'm researching end of life care at home — what should I know before buying,7.5,Generated from keyword: end of life care at home,,,,
gen_1775839502365_6028,Parent of Child w/ Complex Needs,educational,informational,Tell me about the best advanced care planning ontario available,6.5,Generated from keyword: advanced care planning ontario,,,,
gen_1775839502368_5573,Parent of Child w/ Complex Needs,educational,informational,I'm researching smart goals worksheet example — what should I know before buying,6.5,Generated from keyword: smart goals worksheet example,,,,
gen_1775839502371_2193,Parent of Child w/ Complex Needs,educational,informational,What should I look for when buying palative care,7.5,Generated from keyword: palative care,,,,
gen_1775839502376_6872,Parent of Child w/ Complex Needs,educational,informational,I'd like to learn about different advance care planning options,7.5,Generated from keyword: advance care planning,,,,
gen_1775839502379_2381,Parent of Child w/ Complex Needs,educational,informational,Looking for processus de deuil that's actually good quality,7.5,Generated from keyword: processus de deuil,,,,
gen_1775839502382_5244,Parent of Child w/ Complex Needs,educational,informational,I'm researching what to do when someone dies checklist canada — what should I know before buying,7.5,Generated from keyword: what to do when someone dies checklist canada,,,,
gen_1775839502389_7555,Parent of Child w/ Complex Needs,educational,informational,Tell me about how to become a caregiver,6.5,Generated from keyword: how to become a caregiver,,,,
gen_1775839502391_8789,Parent of Child w/ Complex Needs,educational,informational,I'd like to learn about different join our team options,7.5,Generated from keyword: join our team,,,,
gen_1775839502394_3495,Parent of Child w/ Complex Needs,educational,informational,I'd like to learn about different care options,8.5,Generated from keyword: care,,,,
gen_1775839502397_2698,Parent of Child w/ Complex Needs,educational,informational,Tell me about the best who pays for respite care available,6.5,Generated from keyword: who pays for respite care,,,,
gen_1775839502400_6530,Mental Health Caregiver,educational,informational,What do I need to know about peer mentor program,6.5,Generated from keyword: peer mentor program,,,,
gen_1775839502403_6725,Mental Health Caregiver,educational,informational,What makes a good scale,7.5,Generated from keyword: scale,,,,
gen_1775839502405_6250,Mental Health Caregiver,educational,informational,Trying to find a good support group for families with mental illness — any ideas,6.5,Generated from keyword: support group for families with mental illness,,,,
gen_1775839502409_7871,Mental Health Caregiver,educational,informational,What do I need to know about ontario online health care,6.5,Generated from keyword: ontario online health care,,,,
gen_1775839502413_8420,Mental Health Caregiver,business,commercial,Can you help me find the best caregiver id card,6.0,Generated from keyword: caregiver id card,,,,
gen_1775839502415_5193,Mental Health Caregiver,educational,informational,What's the best caregiver support ontario out there right now,6.5,Generated from keyword: caregiver support ontario,,,,
gen_1775839502419_9083,Mental Health Caregiver,educational,informational,What makes a good online support group,6.5,Generated from keyword: online support group,,,,
gen_1775839502422_6478,Mental Health Caregiver,educational,informational,Can you tell me about how to help someone with autism,6.5,Generated from keyword: how to help someone with autism,,,,
gen_1775839502425_7931,Mental Health Caregiver,educational,informational,I'm looking for information about guide rc4064,7.5,Generated from keyword: guide rc4064,,,,
gen_1775839502428_9738,Mental Health Caregiver,educational,informational,Any recommendations for elderly caregiver,7.5,Generated from keyword: elderly caregiver,,,,
gen_1775839502430_9371,Mental Health Caregiver,educational,informational,Can you help me understand the options for helping someone with addiction,6.5,Generated from keyword: helping someone with addiction,,,,
gen_1775839502435_7907,Mental Health Caregiver,educational,informational,What makes a good types de deuil,6.5,Generated from keyword: types de deuil,,,,
gen_1775839502437_8948,Young Caregiver (Under 26),educational,informational,What makes a good volunteer ontario,7.5,Generated from keyword: volunteer ontario,,,,
gen_1775839502440_5519,Young Caregiver (Under 26),educational,informational,Tell me about the best cancer caregiver support available,6.5,Generated from keyword: cancer caregiver support,,,,
gen_1775839502443_5511,Young Caregiver (Under 26),educational,informational,Tell me about the best disability caregiver available,6.5,Generated from keyword: disability caregiver,,,,
gen_1775839502447_3145,Young Caregiver (Under 26),educational,informational,What makes a good caregiver for family member,6.5,Generated from keyword: caregiver for family member,,,,
gen_1775839502450_6351,Young Caregiver (Under 26),educational,informational,Can you help me understand the options for caregiver support groups near me,6.5,Generated from keyword: caregiver support groups near me,,,,
gen_1775839502454_6250,Young Caregiver (Under 26),educational,informational,What should I look for when buying autism caregiver,6.5,Generated from keyword: autism caregiver,,,,
gen_1775839502464_4628,Young Caregiver (Under 26),educational,informational,Tell me about the best caregiver benefits canada available,7.5,Generated from keyword: caregiver benefits canada,,,,
gen_1775839502468_6062,Young Caregiver (Under 26),educational,informational,Tell me about the best kingston public library isabel turner branch available,6.5,Generated from keyword: kingston public library isabel turner branch,,,,
gen_1775839502473_1724,Young Caregiver (Under 26),educational,informational,I'm researching home care and family support grant is it legit — what should I know before buying,6.5,Generated from keyword: home care and family support grant is it legit,,,,
gen_1775839502479_6512,Young Caregiver (Under 26),educational,informational,Tell me about the best online support group available,6.5,Generated from keyword: online support group,,,,
gen_1775839502483_5148,Healthcare Provider,educational,informational,Tell me about the best virtual healthcare available,7.5,Generated from keyword: virtual healthcare,,,,
gen_1775839502487_8813,Healthcare Provider,educational,informational,I want to get caregiver as a gift — where should I look,7.5,Generated from keyword: caregiver,,,,
gen_1775839502492_5706,Healthcare Provider,educational,informational,I'd like to learn about different full time caregiver options,6.5,Generated from keyword: full time caregiver,,,,
gen_1775839502496_5092,Healthcare Provider,educational,informational,What should I look for when buying free caregiver training programs,6.5,Generated from keyword: free caregiver training programs,,,,
gen_1775839502501_3606,Healthcare Provider,educational,informational,What does Ontario Caregiver Organization sell,7.5,Generated from keyword: ontario caregiver organization,,,,
gen_1775839502505_7704,Healthcare Provider,educational,informational,What makes a good care planning,6.5,Generated from keyword: care planning,,,,
gen_1775839502508_2227,Healthcare Provider,educational,informational,I'm researching free caregiver training programs — what should I know before buying,6.5,Generated from keyword: free caregiver training programs,,,,
gen_1775839502515_2758,Healthcare Provider,educational,informational,I'd like to learn about different dr singh north bay options,6.5,Generated from keyword: dr singh north bay,,,,
gen_1775839502520_7232,Healthcare Provider,educational,informational,Looking for caregiver training ontario that's actually good quality,6.5,Generated from keyword: caregiver training ontario,,,,
gen_1775839502524_3780,Employer / HR Leader,educational,informational,What should I look for when buying caregiver anger,6.5,Generated from keyword: caregiver anger,,,,
gen_1775839502529_6978,Employer / HR Leader,educational,informational,I'm researching capacity building grants — what should I know before buying,6.5,Generated from keyword: capacity building grants,,,,
gen_1775839502538_7628,Employer / HR Leader,educational,informational,I want to get mobility issues as a gift — where should I look,7.5,Generated from keyword: mobility issues,,,,
gen_1775839502544_3632,Employer / HR Leader,educational,informational,What makes a good caregiver allowance ontario,7.5,Generated from keyword: caregiver allowance ontario,,,,
gen_1775839502548_8547,Employer / HR Leader,educational,informational,What do I need to know about government assistance for family caregivers,6.5,Generated from keyword: government assistance for family caregivers,,,,
gen_1775839502555_7110,Employer / HR Leader,educational,informational,What makes a good welcome to holland poem,7.5,Generated from keyword: welcome to holland poem,,,,
gen_1775839502558_9359,Employer / HR Leader,educational,informational,What makes a good elderly assistance,6.5,Generated from keyword: elderly assistance,,,,
gen_1775839502563_4594,Employer / HR Leader,educational,informational,What makes a good elderly caregiver,7.5,Generated from keyword: elderly caregiver,,,,
gen_1775839502566_1237,Employer / HR Leader,educational,informational,Can you help me find the best mobility issues,7.5,Generated from keyword: mobility issues,,,,
gen_1775839502570_5619,Employer / HR Leader,educational,informational,I'd like to learn about different caregiver binder template options,6.5,Generated from keyword: caregiver binder template,,,,
gen_1775839502576_6134,Employer / HR Leader,educational,informational,Trying to find a good phases deuil — any ideas,6.5,Generated from keyword: phases deuil,,,,
gen_1775839502581_8461,Employer / HR Leader,educational,informational,I'd like to learn about different what does a caregiver do options,6.5,Generated from keyword: what does a caregiver do,,,,
gen_1775839502587_8299,Employer / HR Leader,educational,informational,What do I need to know about primary caregiver ontario,6.5,Generated from keyword: primary caregiver ontario,,,,
gen_1775839502592_3600,Employer / HR Leader,educational,informational,What's the best what is oco out there right now,6.5,Generated from keyword: what is oco,,,,
