prompt_id,client_name,persona,category,intent_type,prompt_text,expected_visibility_score,notes,batch_id,batch_name,date_added,status
gen_1773401726162_3046,Say I Do,The Comparison Shopper,wedding,commercial,What makes questions to ask a photographer for wedding different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726187_8883,Say I Do,The Comparison Shopper,wedding,commercial,What makes easy up do for wedding guest different from other options specifically for withjoy reviews,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726202_9517,Say I Do,The Comparison Shopper,wedding,commercial,alice fearn explained,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726251_5565,Say I Do,The Comparison Shopper,wedding,informational,Looking for information on chuffed.org reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726314_3179,Say I Do,The Comparison Shopper,wedding,informational,I need to understand big w town hall reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726382_2388,Say I Do,The Comparison Shopper,wedding,informational,What makes happy molly reviews different from other options focused on withjoy reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726418_1668,Say I Do,The Comparison Shopper,wedding,informational,What makes chuffed reviews different from other options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726621_1008,Say I Do,The Comparison Shopper,wedding,commercial,Top melbourne town hall wedding options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726936_3072,Say I Do,The Comparison Shopper,wedding,commercial,Top melissa grace options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727004_3201,Say I Do,The Comparison Shopper,wedding,informational,Top eyes on sheppard reviews options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727121_5887,Say I Do,The Comparison Shopper,wedding,informational,What makes custom love reviews different from other options,7.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727138_5587,Say I Do,The Comparison Shopper,wedding,commercial,Looking for information on niamh designs,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727168_6402,Say I Do,The Comparison Shopper,wedding,informational,the chloe kyle reviews guide,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727249_4476,Say I Do,The Comparison Shopper,wedding,commercial,What makes wedding dress broad shoulders different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727327_9625,Say I Do,The Comparison Shopper,wedding,commercial,What makes kombi wedding cars sydney different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727387_8008,Say I Do,The Comparison Shopper,wedding,commercial,paul young celebrant guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727471_6841,Say I Do,The Comparison Shopper,wedding,commercial,Top 633-123 bsb options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727528_6157,Say I Do,The Comparison Shopper,wedding,informational,Looking for information on miss maddy reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727544_2106,Say I Do,The Comparison Shopper,wedding,commercial,wwe gareth guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401727759_9314,Say I Do,The Comparison Shopper,wedding,commercial,Top park 118 nora options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401728049_5314,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on sydney kombi hire,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729058_2393,Say I Do,The Digital Invites Planner,wedding,commercial,Trying to learn about wellnow virtual,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729130_3481,Say I Do,The Digital Invites Planner,wedding,commercial,bsb 633123 guide,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729198_9864,Say I Do,The Digital Invites Planner,wedding,commercial,best small wedding venues melbourne recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729321_3763,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on wedding photography packages focused on photo wedding invitations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729473_4088,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on dr chiam,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729828_3096,Say I Do,The Digital Invites Planner,wedding,commercial,What makes rebecca barlow different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729862_7400,Say I Do,The Digital Invites Planner,wedding,commercial,Can someone explain georgia fletcher,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401729970_2492,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on send it saying,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401730487_6773,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on a present for mrs. robertson,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401730627_1211,Say I Do,The Digital Invites Planner,wedding,commercial,Top sophie rebecca options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401730651_4480,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on wedding venues melbourne cheap,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401730897_3161,Say I Do,The Digital Invites Planner,wedding,commercial,I need to understand sasha bali,8.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401731147_5574,Say I Do,The Digital Invites Planner,wedding,commercial,Trying to learn about types of wedding dress codes,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401731625_8483,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on ruby gribbin,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732450_9637,Say I Do,The First-Time Planner,wedding,commercial,What makes jordan wedding different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732696_6150,Say I Do,The First-Time Planner,wedding,commercial,Top videography canberra options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733161_8538,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about kylie and jason wedding song,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733684_9628,Say I Do,The First-Time Planner,wedding,commercial,Can someone explain george brown event planning,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733799_1674,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about hotmail too much spam,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733912_2182,Say I Do,The First-Time Planner,wedding,commercial,I need to understand weddings byron bay specifically for wedding planning platform,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733998_7164,Say I Do,The First-Time Planner,wedding,informational,how to describe wedding dress code recommendations,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734178_7095,Say I Do,The First-Time Planner,wedding,informational,why does michael scott hate toby guide,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734218_9568,Say I Do,The First-Time Planner,wedding,informational,password manager reviews australia recommendations,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734447_9217,Say I Do,The First-Time Planner,wedding,commercial,What makes amanda and kyle wedding different from other options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734586_4214,Say I Do,The First-Time Planner,wedding,informational,What makes how to describe wedding dress code different from other options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734943_8107,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about jacqua celebrant,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735491_6483,Say I Do,The First-Time Planner,wedding,commercial,Top danielle armstrong wedding options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735678_9426,Say I Do,The First-Time Planner,wedding,informational,Trying to learn about what is dressy casual for a wedding specifically for wedding checklist,7.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735762_3913,Say I Do,The First-Time Planner,wedding,commercial,I need to understand fleck and co,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736446_7168,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about wedding videographer canberra,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736710_6644,Say I Do,The First-Time Planner,wedding,commercial,bsb063097 guide specifically for how early to send invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736860_8622,Say I Do,The First-Time Planner,wedding,informational,Best how to choose songs for weddings,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737314_8945,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on romance plots generator focused on online rsvp,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737386_9180,Say I Do,The Guest Experience Optimizer,wedding,informational,Can someone explain what happened between toby and chloe,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738042_8723,Say I Do,The Guest Experience Optimizer,wedding,commercial,one nz/getgoing guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738327_8374,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding plan the series 4 explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738368_6403,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on amanda elise lee age,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738573_3885,Say I Do,The Guest Experience Optimizer,wedding,commercial,What makes wedding guest attire options different from other options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739259_4442,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on saylove,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739411_8285,Say I Do,The Guest Experience Optimizer,wedding,informational,Trying to learn about how to download excel to mac,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739740_8335,Say I Do,The Guest Experience Optimizer,wedding,commercial,Can someone explain sai builders,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740787_4811,Say I Do,The Guest Experience Optimizer,wedding,commercial,Trying to learn about wedding guest book nz,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741217_7621,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on wedding rate park view hotel newtownmountkennedy,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741487_6757,Say I Do,The Non-Traditional Couple,wedding,commercial,wedding gift london explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743562_6050,Say I Do,The Non-Traditional Couple,wedding,commercial,Looking for information on weddingdecor focused on casual wedding,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743903_9717,Say I Do,The Non-Traditional Couple,wedding,commercial,Best wedding plan the series,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401744316_1117,Say I Do,The Non-Traditional Couple,wedding,commercial,wedding transportation costs recommendations focused on alternative wedding ideas,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725198_3931,Say I Do,The Comparison Shopper,wedding,informational,I need to understand withjoy reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725200_9988,Say I Do,The Comparison Shopper,wedding,commercial,Top we still do save the date options specifically for feature comparisons,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725201_1880,Say I Do,The Comparison Shopper,wedding,navigational,wedding website faq guide,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725215_5870,Say I Do,The Comparison Shopper,wedding,navigational,Can someone explain wedding websites with rsvp feature focused on platform reviews,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725216_8296,Say I Do,The Comparison Shopper,wedding,commercial,I need to understand questions for wedding photographers,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725217_6357,Say I Do,The Comparison Shopper,wedding,commercial,I need to understand another way to say rsvp,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725233_8990,Say I Do,The Comparison Shopper,wedding,commercial,Trying to learn about to do list for a wedding focused on feature comparisons,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725235_5801,Say I Do,The Comparison Shopper,wedding,commercial,Looking for information on wedding invitation designs,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725236_7724,Say I Do,The Comparison Shopper,wedding,commercial,online invitation card for marriage recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725252_5012,Say I Do,The Comparison Shopper,wedding,navigational,I need to understand wedding websites with rsvp feature,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725253_5965,Say I Do,The Comparison Shopper,wedding,navigational,bridal party website recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725269_6772,Say I Do,The Comparison Shopper,wedding,informational,Can someone explain wedding venue reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725285_6432,Say I Do,The Comparison Shopper,wedding,navigational,What makes wedding websites with rsvp feature different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725287_8745,Say I Do,The Comparison Shopper,wedding,commercial,Looking for information on qr code for uploading wedding photos,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725303_5330,Say I Do,The Comparison Shopper,wedding,informational,Top junes bridal reviews options specifically for competitor pricing,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725306_2821,Say I Do,The Comparison Shopper,wedding,commercial,Looking for information on save the date language,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725309_9083,Say I Do,The Comparison Shopper,wedding,commercial,Trying to learn about wedding rsvp cards,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725312_9116,Say I Do,The Comparison Shopper,wedding,commercial,Best save the date for destination wedding wording,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725331_7816,Say I Do,The Comparison Shopper,wedding,commercial,Trying to learn about withjoy pricing,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725337_9966,Say I Do,The Comparison Shopper,wedding,commercial,What makes minted vs the knot different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725341_1692,Say I Do,The Comparison Shopper,wedding,commercial,What makes john lewis registry different from other options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725361_7290,Say I Do,The Comparison Shopper,wedding,informational,Trying to learn about when do you send out wedding invitations for destination,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725370_5567,Say I Do,The Comparison Shopper,wedding,commercial,Can someone explain does evite track rsvp,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725395_1300,Say I Do,The Comparison Shopper,wedding,commercial,Trying to learn about save the date invitation ideas,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725418_5610,Say I Do,The Comparison Shopper,wedding,informational,I need to understand what to say for honeymoon fund,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725426_2586,Say I Do,The Comparison Shopper,wedding,commercial,simple wedding list explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725445_5324,Say I Do,The Comparison Shopper,wedding,commercial,Trying to learn about pete the celebrant,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725467_7448,Say I Do,The Comparison Shopper,wedding,informational,I need to understand vintage love ceremonies reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725472_2375,Say I Do,The Comparison Shopper,wedding,commercial,dress code for formal wedding recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725495_5509,Say I Do,The Digital Invites Planner,wedding,commercial,I need to understand email invitation sites,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725513_8721,Say I Do,The Digital Invites Planner,wedding,commercial,zola online invitations recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725520_9683,Say I Do,The Digital Invites Planner,wedding,commercial,I need to understand wedding incites,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725525_3938,Say I Do,The Digital Invites Planner,wedding,navigational,Can someone explain website for invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725530_7632,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on free rsvp online focused on photo wedding invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725540_8616,Say I Do,The Digital Invites Planner,wedding,commercial,Trying to learn about wedding cards invites,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725565_1875,Say I Do,The Digital Invites Planner,wedding,navigational,theknot wedding website guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725584_9149,Say I Do,The Digital Invites Planner,wedding,commercial,Can someone explain invitations electronic,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725602_2913,Say I Do,The Digital Invites Planner,wedding,informational,Top how to send wedding invitations options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725625_3401,Say I Do,The Digital Invites Planner,wedding,commercial,Top save the date dress code ideas options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725648_3295,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on wedding webistes,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725654_2413,Say I Do,The Digital Invites Planner,wedding,commercial,Trying to learn about types of wedding attire,8.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725661_8313,Say I Do,The Digital Invites Planner,wedding,informational,Trying to learn about how to come up with a wedding budget,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725686_4444,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on wedding invitation templates online,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725693_3502,Say I Do,The Digital Invites Planner,wedding,navigational,Top zola create wedding website options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725716_7721,Say I Do,The Digital Invites Planner,wedding,commercial,Looking for information on round table wedding seating chart template,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725738_2683,Say I Do,The Digital Invites Planner,wedding,commercial,Top e wedding cards online options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725760_6689,Say I Do,The Digital Invites Planner,wedding,navigational,What makes wedding picture website different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725768_3557,Say I Do,The Digital Invites Planner,wedding,informational,Trying to learn about how to reply rsvp invitation by email,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725777_5701,Say I Do,The Digital Invites Planner,wedding,commercial,Can someone explain digital invitation cards,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725785_6957,Say I Do,The Digital Invites Planner,wedding,commercial,I need to understand registry office wedding adelaide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725807_2864,Say I Do,The Digital Invites Planner,wedding,commercial,please save the date explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725828_1453,Say I Do,The Digital Invites Planner,wedding,informational,when should you send save the dates for a wedding explained,7.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725864_5913,Say I Do,The Digital Invites Planner,wedding,commercial,katie j design explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725883_2687,Say I Do,The First-Time Planner,wedding,informational,Trying to learn about when to send wedding invites australia,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725908_5202,Say I Do,The First-Time Planner,wedding,commercial,I need to understand save the date and wedding invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725930_6956,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about best wedding planning apps australia,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725955_1237,Say I Do,The First-Time Planner,wedding,informational,Trying to learn about how long in advance to send wedding invitations,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725969_1472,Say I Do,The First-Time Planner,wedding,commercial,I need to understand ing australia refer a friend,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348725978_4782,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about rsvp dietary requirements,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726001_3251,Say I Do,The First-Time Planner,wedding,commercial,Can someone explain wedding day timeline 12pm ceremony,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726011_6548,Say I Do,The First-Time Planner,wedding,navigational,Can someone explain https //sayi.do login,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726019_9243,Say I Do,The First-Time Planner,wedding,commercial,I need to understand sai bennett,8.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726042_6134,Say I Do,The First-Time Planner,wedding,commercial,affordable wedding celebrant melbourne recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726072_4732,Say I Do,The First-Time Planner,wedding,commercial,Best wedding planner melbourne cost,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726080_8849,Say I Do,The First-Time Planner,wedding,commercial,Top brenda song married options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726101_2266,Say I Do,The First-Time Planner,wedding,commercial,I need to understand things to include in wedding invitation,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726125_8580,Say I Do,The First-Time Planner,wedding,informational,Looking for information on how to say thank you for rsvping,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726136_4979,Say I Do,The First-Time Planner,wedding,commercial,sustainable wedding registry explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726156_9328,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on sending invitations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726166_3453,Say I Do,The First-Time Planner,wedding,informational,how long for wedding rsvp explained,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726174_3932,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on simple wedding reception rectangle table layout,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726203_8771,Say I Do,The First-Time Planner,wedding,commercial,What makes engagement planning different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726219_9382,Say I Do,The First-Time Planner,wedding,informational,Looking for information on how to make e invite for wedding,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726249_8102,Say I Do,The Guest Experience Optimizer,wedding,commercial,I need to understand cut your wedding guest list,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726289_1683,Say I Do,The Guest Experience Optimizer,wedding,commercial,Best islington wedding venues,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726310_3929,Say I Do,The Guest Experience Optimizer,wedding,informational,when to rsvp explained focused on rsvp app,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726322_2931,Say I Do,The Guest Experience Optimizer,wedding,navigational,make your own wedding websites recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726334_1357,Say I Do,The Guest Experience Optimizer,wedding,commercial,Trying to learn about smiso,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726362_8173,Say I Do,The Guest Experience Optimizer,wedding,informational,how to create a qr code for wedding rsvp guide,7.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726376_1710,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on eco friendly invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726404_8023,Say I Do,The Guest Experience Optimizer,wedding,commercial,Best wedding rsvp online wording,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726412_7640,Say I Do,The Guest Experience Optimizer,wedding,commercial,I need to understand weeddig,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726421_8593,Say I Do,The Guest Experience Optimizer,wedding,informational,Can someone explain how soon should rsvp for wedding,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726446_4182,Say I Do,The Guest Experience Optimizer,wedding,commercial,I need to understand letting guest know a member is under weather,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726466_8820,Say I Do,The Guest Experience Optimizer,wedding,commercial,traditional wedding seating chart explained focused on wedding registry,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726500_8697,Say I Do,The Guest Experience Optimizer,wedding,navigational,Best rsvp on website wording focused on wedding registry,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726530_8859,Say I Do,The Guest Experience Optimizer,wedding,navigational,Can someone explain wed planner near me specifically for wedding registry,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726552_3474,Say I Do,The Non-Traditional Couple,wedding,informational,Best what to ask for wedding registry,7.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726582_6480,Say I Do,The Non-Traditional Couple,wedding,commercial,Looking for information on seating chart for wedding ceremony,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726600_6541,Say I Do,The Non-Traditional Couple,wedding,commercial,Can someone explain wedding invite designs,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726621_6057,Say I Do,The Non-Traditional Couple,wedding,commercial,Looking for information on each element of the ceremony has a specifically for alternatives to traditional wedding,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726657_3712,Say I Do,The Non-Traditional Couple,wedding,commercial,Can someone explain planning day,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726676_3499,Say I Do,The Non-Traditional Couple,wedding,navigational,I need to understand wedding website services specifically for alternative wedding ideas,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773348726707_7625,Say I Do,The Non-Traditional Couple,wedding,commercial,I need to understand hashtag for wedding specifically for intimate wedding,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
